spec_no,loc_ID_num,phylum,class,ordr,family,originalGenus,genus,subgenus,originalSubgenus,originalSpecies,species,subspecies,modifiers,num_individuals,element,field_num,Associated With ,ID by,ID date,Catalogued by,Notes
301664,V17011,,Gastropoda,,,,,,,,,,,,internal mold,JPW 04-01-2014/1,"Associated with 301653, 301654, 301655, 301656, 301657, 301658, 301659, 301660, 301661, 301662, 301663, 301665, 301666, 301667, 301668, 301669","Robins, Cristina",10-23-2018,"Dangsangtong, Peter",
301665,V17011,,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 04-01-2014/1,"Associated with 301653, 301654, 301655, 301656, 301657, 301658, 301659, 301660, 301661, 301662, 301663, 301664, 301666, 301667, 301668, 301669","Robins, Cristina",10-23-2018,"Dangsangtong, Peter",
301666,V17011,,Gastropoda,,,,,,,,,,,,internal mold,JPW 04-01-2014/1,"Associated with 301653, 301654, 301655, 301656, 301657, 301658, 301659, 301660, 301661, 301662, 301663, 301664, 301665, 301667, 301668, 301669","Robins, Cristina",10-23-2018,"Dangsangtong, Peter",
301667,V17011,,Bivalvia,,,,,,,,,,,,external mold,JPW 04-01-2014/1,"Associated with 301653, 301654, 301655, 301656, 301657, 301658, 301659, 301660, 301661, 301662, 301663, 301664, 301665, 301666, 301668, 301669","Robins, Cristina",10-23-2018,"Dangsangtong, Peter",
301668,V17011,,Gastropoda,,,,,,,,,,,,internal mold,JPW 04-01-2014/1,"Associated with 301653, 301654, 301655, 301656, 301657, 301658, 301659, 301660, 301661, 301662, 301663, 301664, 301665, 301666, 301667, 301669","Robins, Cristina",10-23-2018,"Dangsangtong, Peter",
301669,V17011,,Gastropoda,,,,,,,,,,,,external mold,JPW 04-01-2014/1,"Associated with 301653, 301654, 301655, 301656, 301657, 301658, 301659, 301660, 301661, 301662, 301663, 301664, 301665, 301666, 301667, 301668","Robins, Cristina",10-23-2018,"Dangsangtong, Peter",
301670,V17011,,Bivalvia,,,,,,,,,,,,external mold,JPW 05-20-2012/1A,"Associated with 301671, 301672, 301673","Robins, Cristina",11-01-2018,"Dangsangtong, Peter",
301671,V17011,,Bivalvia,,,,,,,,,,,,internal mold,JPW 05-20-2012/1A,"Associated with 301670, 301672, 301673","Robins, Cristina",11-01-2018,"Dangsangtong, Peter",
301672,V17011,,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 05-20-2012/1A,"Associated with 301670, 301671, 301673","Robins, Cristina",11-01-2018,"Dangsangtong, Peter",
301673,V17011,,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 05-20-2012/1A,"Associated with 301670, 301671, 301672","Robins, Cristina",11-01-2018,"Dangsangtong, Peter",
301674,V17013,,Bivalvia,,,,,,,,,,,,cross cut; shell fragments,JPW 08-20-2018/2,Associated with 301675,"Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301675,V17013,,Bivalvia,,,,,,,,,,,,cross cut; shell fragments,JPW 08-20-2018/2,Associated with 301674,"Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301676,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-20-2018/3,"Associated with 301676, 301677, 301678, 301679, 301680, 301681, 301682","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301677,V17013 (not on locality list),,,,Pectinidae,,,,,,,,,,internal mold,JPW 08-20-2018/3,"Associated with 301676, 301677, 301678, 301679, 301680, 301681, 301682","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301678,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,external mold,JPW 08-20-2018/3,"Associated with 301676, 301677, 301678, 301679, 301680, 301681, 301682","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301679,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-20-2018/3,"Associated with 301676, 301677, 301678, 301679, 301680, 301681, 301682","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301680,V17013 (not on locality list),,Bivalvia,,,,,,,,,,,,external mold,JPW 08-20-2018/3,"Associated with 301676, 301677, 301678, 301679, 301680, 301681, 301682","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301681,V17013 (not on locality list),,,,Pectinidae,,,,,,,,,,internal mold,JPW 08-20-2018/3,"Associated with 301676, 301677, 301678, 301679, 301680, 301681, 301682","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301682,V17013 (not on locality list),,,,Pectinidae,,,,,,,,,,internal mold,JPW 08-20-2018/3,"Associated with 301676, 301677, 301678, 301679, 301680, 301681, 301682","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301683,V17018,,,,Pectinidae,,,,,,,,,,shell; shell fragment,JPW 02-09-2012,"Associated with 301685, 301686, 301688","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",Part and Counterpart
301684,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-02-2013/3,"Associated with 301687, 301691","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301685,V17018,,,,Pectinidae,,,,,,,,,,external mold,JPW 02-09-2012,"Associated with 301683, 301686, 301688","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301686,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012,"Associated with 301683, 301685, 301688","Robins, Cristina",11-02-2018,"Dangsangtong, Peter",
301687,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-02-2013/3,"Associated with 301684, 301691","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301688,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012,"Associated with 301683, 301685, 301686","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",Part and Counterpart
301689,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012,"Associated with 301689, 301692, 301693","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",Part and Counterpart
301690,V17018,,,,Pectinidae,,,,,,,,,,shell fragment; cross section,JPW 02-09-2012,"Associated with 301683, 301688, 301689","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301691,V17009,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 12-02-2013/3,"Associated with 301684, 301687","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301692,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012,"Associated with 301689, 301692, 301693","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301693,V17018,,,,Pectinidae,,,,,,,,,,cross cut shell fragment,JPW 02-09-2012,"Associated with 301689, 301692, 301693","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301694,V17013,,Bivalvia,,,,,,,,,,,,cast,JPW 09-27-2014/2E,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301695,V17007,,Bivalvia,,,,,,,,,,,,cast,JPW 10-06-2014/6RR,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301696,V17007,,Bivalvia,,,,,,,,,,,,cast; internal mold,JPW 10-06-2014/6RR,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301697,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015/7A,,"Robins, Cristina",03-04-2019,"Dangsangtong, Peter","Requires relabeling, original specimen is not invertebrate but fish vert"
301698,V17021,,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 01-15-2015/7A,,"Robins, Cristina",03-04-2019,"Dangsangtong, Peter","Requires relabeling, original specimen is not invertebrate but fish vert"
301699,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015/7A,,"Robins, Cristina",03-04-2019,"Dangsangtong, Peter","Requires relabeling, original specimen is not invertebrate but fish vert"
301700,V17013 (no JPW/CDP given),,Bivalvia,,,,,,,,,,,,,,,"Robins, Cristina",03-04-2019,"Dangsangtong, Peter","Requires relabeling, original specimen is not invertebrate but fish vert"
301701,V17013 (no JPW/CDP given),,Bivalvia,,,,,,,,,,,,,,,"Robins, Cristina",03-04-2019,"Dangsangtong, Peter","Requires relabeling, original specimen is not invertebrate but fish vert"
301702,V17009,,,,Pectinidae,,,,,,,,,,external mold,JPW 08-06-2013/1,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301703,V17009,,,,Pectinidae,,,,,,,,,,external mold; shell fragments,JPW 08-06-2013/1,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301704,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-06-2013/1,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301705,V17009,,,,Pectinidae,,,,,,,,,,internal mold; shell fragments,JPW 08-06-2013/1,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301706,V17009,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-06-2013/1,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301707,V17009,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-06-2013/1,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301708,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-06-2013/1,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301709,V17009,,,,Pectinidae,,,,,,,,,,external mold,JPW 08-06-2013/1,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301710,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-02-2013/3,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301711,V17009,,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-02-2013/3,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301712,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-02-2013/3,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301713,V17009,,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-02-2013/3,"Associated with 301714, 301715","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",bone hash present
301714,V17009,,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 12-02-2013/3,"Associated with 301713, 301715","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",bone hash present
301715,V17009,,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-02-2013/3,"Associated with 301713, 301714","Robins, Cristina",11-05-2018,"Dangsangtong, Peter",bone hash present
301716,V17009,,Bivalvia,,,,,,,,,,,,external mold,JPW 12-02-2013/3,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301717,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-02-2013/3,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",
301718,"V17013 (no locality, JPW/CDP, only 30047?)",,Bivalvia,,,,,,,,,,,,external mold; shell fragments,30047,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",bone hash present
301719,V17009,,Bivalvia,,,,,,,,,,,,shell fragments; internal mold,JPW 12-02-2013/3,,"Robins, Cristina",11-05-2018,"Dangsangtong, Peter",bone hash present
301720,V17013,,Bivalvia,,,,,,,,,,,,shell; external mold,JPW 08-09-2018/2I,Associated with 301721,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301721,V17013,,,,Pectinidae,,,,,,,,,,shell fragments,JPW 08-09-2018/2I,Associated with 301720,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301722,V17013,,,,Pectinidae,,,,,,,,,,shell fragments,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301723,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301724,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301725,V17013,,Bivalvia,,,,,,,,,,,,shell,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301726,V17013,,Bivalvia,,,,,,,,,,,,shell,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301727,V17013,,,,Pectinidae,,,,,,,,,,shell fragments,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301728,V17013,,Gastropoda,,Trochidae,,,,,,,,,,shell,JPW 08-09-2018/2I,,"Dineen, Ashley",11-15-2018,"Kirchner-Smith, Mackenzie",
301729,V17013,,Bivalvia,,,,,,,,,,,,shell,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301730,V17013,,,,Pectinidae,,,,,,,,,,shell fragments,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301731,V17013,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301732,V17013,,Bivalvia,,,,,,,,,,,,shell,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301733,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-09-2018/2I,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301734,V17013,,Bivalvia,Lucinidae,,,,,,,,,,,internal mold; shell fragments,JPW 08-09-2018/2I,,"Dineen, Ashley",11-15-2018,"Kirchner-Smith, Mackenzie",
301735,V17011,Mollusca,,Lucinidae,,,,,,,,,,,mollusk hash,JPW 05-21-2015/1,,"Dineen, Ashley",11-15-2018,"Kirchner-Smith, Mackenzie",
301736,V17013 (not on locality list),,Bivalvia,Lucinidae,,,,,,,,,,,internal mold,JPW 07-11-2018/5,,"Dineen, Ashley",11-15-2018,"Kirchner-Smith, Mackenzie",
301737,V17013,,,,Pectinidae,,,,,,,,,,shell fragments,JPW 04-19-2012/2,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301738,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-02-2013/3I,Associated with 301739,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301739,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-02-2013/3I,Associated with 301738,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301740,V17013,,Bivalvia,,,,,,,,,,,,internal mold,CDP 07-11-2018/2,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301741,V17013,,Bivalvia?,,,,,,,,,,,,internal mold,CDP 07-11-2018/2,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301742,V17010,,Bivalvia,,,,,,,,,,,,cross section; shell fragments,JPW 11-25-2013,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301743,V17010,,Bivalvia,,,,,,,,,,,,internal mold,JPW 11-25-2013,,"Robins, Cristina",11-15-2018,"Kirchner-Smith, Mackenzie",
301744,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301745,"V17009, if field number correct these should be V17010",,,,,,Teredolites,,,,,,,,burrows,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301746,"V17009, if field number correct these should be V17010",,,,,,Teredolites,,,,,,,,burrows,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301747,"V17009, if field number correct these should be V17010",,,,,,Teredolites,,,,,,,,burrows,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301748,"V17009, if field number correct these should be V17010",,,,,,Teredolites,,,,,,,,burrows,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301749,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301750,"V17009, if field number correct these should be V17010",,Bivalvia,,Lucinidae,,,,,,,,,,internal mold,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301751,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301752,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,Associated with 301752,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301753,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,Associated with 301753,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301754,"V17009, if field number correct these should be V17010",,Bivalvia,,Lucinidae,,,,,,,,,,shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301755,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301756,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301757,"V17009, if field number correct these should be V17010",,Bivalvia,,Yoldiidae,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301758,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Dineen, Ashley",11-26-2018,"Kirchner-Smith, Mackenzie",
301759,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301760,"V17009, if field number correct these should be V17010",,Bivalvia,,Lucinidae,,,,,,,,,,shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301761,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301762,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301763,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301764,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301765,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,"external mold, shell fragments",JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301766,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301767,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301768,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301769,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301770,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301771,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301772,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301773,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301774,"V17009, if field number correct these should be V17010",,Bivalvia,,Lucinidae,,,,,,,,,,shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301775,"V17009, if field number correct these should be V17010",,Bivalvia,,Lucinidae,,,,,,,,,,external mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301776,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,shell,JPW 12-17-2014/6,Associated with 301777,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301777,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 12-17-2014/6,Associated with 301776,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301778,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301779,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301780,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301781,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301782,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301783,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301784,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301785,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301786,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301787,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301788,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301789,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301790,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301791,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301792,"V17009, if field number correct these should be V17010",,Bivalvia,,Arcidae,,,,,,,,,,internal mold; external mold; shell,JPW 12-17-2014/6,,"Dineen, Ashley",11-26-2018,"Kirchner-Smith, Mackenzie",
301793,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301794,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301795,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,external mold; shell fragments,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301796,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301797,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301798,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301799,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301800,"V17009, if field number correct these should be V17010",,Bivalvia,,,,,,,,,,,,internal mold; shell,JPW 12-17-2014/6,,"Robins, Cristina",11-26-2018,"Kirchner-Smith, Mackenzie",
301801,V17014,,Bivalvia,,,,,,,,,,,,shell hash,JPW 06-15-2012/1,"Associated with 301802, 301803, 301804","Robins, Cristina",,,
301802,V17014,,Bivalvia,,,,,,,,,,,,internal mold,JPW 06-15-2012/1,"Associated with 301801, 301803, 301804","Robins, Cristina",,,
301803,V17014,,Bivalvia,,,,,,,,,,,,external mold,JPW 06-15-2012/1,"Associated with 301801, 301802, 301804","Robins, Cristina",,,
301804,V17014,,Bivalvia,,,,,,,,,,,,internal mold,JPW 06-15-2012/1,"Associated with 301801, 301802, 301803","Robins, Cristina",,,
301805,V17014,,Bivalvia,,,,,,,,,,,,external mold,JPW 06-15-2012/1,"Associated with 301806, 301807","Robins, Cristina",,,
301806,V17014,,Bivalvia,,,,,,,,,,,,internal mold,JPW 06-15-2012/1,"Associated with 301805, 301807","Robins, Cristina",,,
301807,V17014,,Bivalvia,,,,,,,,,,,,shell hash,JPW 06-15-2012/1,"Associated with 301805, 301806","Robins, Cristina",,,
301808,V17014,,Bivalvia,,,,,,,,,,,,???,JPW 06-15-2012/1,"Associated with 301809, 301810","Robins, Cristina",,,
301809,V17014,,Bivalvia,,,,,,,,,,,,barnacle hash,JPW 06-15-2012/1,"Associated with 301808, 301810","Robins, Cristina",,,
301810,V17014,,Bivalvia,,,,,,,,,,,,external mold,JPW 06-15-2012/1,"Associated with 301808, 301809","Robins, Cristina",,,
301811,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 06-16-2015/3,"Associated with 301811, 301812, 301813, 301814, 301816","Robins, Cristina",,,
